name,id,numeric_id,variant_group,sort_order,sort_feature,template,type,railtype,year,end_year,service,cars,power,secondary_power,cyl_d,cyl_len,cyl_n,steam_psi,rpm,wheel_d,ihp,weight,tender_weight,loading_speed,tractive_effort,te_coeff,speed,kmhish_speed,secondary_speed,speed_conf,length,scale_len,width,height,capacity,voxel_size,ttd_len,tender,articulated_lengths,effect_unit,manual_lengths,manual_ttd_len,layout,pantograph_unit,new_sprites,reuse_sprites,animated,replace_last_wagon,vehicle_life,lifespan,run_cost_penalty,purchase_penalty,speed_cost_factor,power_cost_factor,te_cost_factor,year_multiplier,capacity_factor,type_run_cost,type_purchase_cost,cost,running_cost,cost_gbp,run_cost_gbp,double_headed,dvt,use_mu_engine_logic,tilting,multiple_working,requires_second_power_car,purchase_length,enable_param,intro_month,cargo_age_period,pax_special,cargo_handling,default_cargo,era_id,category,era_cat,power_class,length_text,power_text,units_text,bio,gameplay_text,brake_text,additional_text,has_aged_variant
BR Mk2 carriage,passenger_coach_mk2_legacy,17,759,1019,FEAT_TRAINS,wagon,carriage,RAIL,1964,,2010,,,,,,,,,,,40,,5,,,110,176,,,19.66,19.66,2.83,3.79,57,198x42x56,12,,"4,4,4",,,,,,,passenger_coach_mk2,,,30,54,79,75,22,0,0,0.91,9.5,1.2,0.6,98,130,"$6,125",$355,,,,,,,,0 == 1,1,185,,Passengers,PASS,dsl,Carriage,dsl_Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.8 tiles{},,,"The Mk2 carriage is the second BR carriage design. It was built to be stronger than the Mk1, giving better corrosion resistance and being safer for passengers in an accident.",,,"{BLACK}Length: {GOLD}0.8 tiles{}{SILVER}The Mk2 carriage is the second BR carriage design. It was built to be stronger than the Mk1, giving better corrosion resistance and being safer for passengers in an accident.",
BR Mk3 carriage (TS/TSO),passenger_coach_mk3,18,,1020,FEAT_TRAINS,wagon,carriage,RAIL,1975,,,,,,,,,,,,,34,,5,,,125,200,,,23,23,2.82,3.79,72,214x42x56,13,,"4,5,4",,,,,,,,,,30,,86,87,25,0,0,0.90,12,1.2,0.6,113,142,"$7,063",$388,,,,,,,,,2,205,,Passengers,PASS,lbr,Carriage,lbr_Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,"The Mk3 carriage is designed for higher speed operation, capable of running at up to 125mph. The first Mk3 carriages were built for the prototype HST. Loco-hauled Mk3a carriages used the TSO designation, whereas those in an HST rake had different electrical equipment and were designated TS (Trailer Standard) as a full HST set is considered a DMU for classification purposes.",,{YELLOW}10% bonus for long distance travel{},"{BLACK}Length: {GOLD}0.9 tiles{}{YELLOW}10% bonus for long distance travel{}{SILVER}The Mk3 carriage is designed for higher speed operation, capable of running at up to 125mph. The first Mk3 carriages were built for the prototype HST. Loco-hauled Mk3a carriages used the TSO designation, whereas those in an HST rake had different electrical equipment and were designated TS (Trailer Standard) as a full HST set is considered a DMU for classification purposes.",
BR Mk3 carriage (FO),passenger_coach_mk3_fo,762,18,1021,FEAT_TRAINS,wagon,carriage,RAIL,1975,,,,,,,,,,,,,34,,4,,,125,200,,,23,23,2.82,3.79,48,214x42x56,13,,"4,5,4",,,,,,,,,,30,,136,117,25,0,0,0.90,8,1.2,0.6,140,187,"$8,750",$511,,,,,,,,,2,242,,Passengers,PASS,lbr,Carriage,lbr_Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,Mk3 carriages followed the by now standard practice of first class vehicles featuring an open saloon with lower seating density than standard class.,,{YELLOW}30% bonus for long distance travel{},{BLACK}Length: {GOLD}0.9 tiles{}{YELLOW}30% bonus for long distance travel{}{SILVER}Mk3 carriages followed the by now standard practice of first class vehicles featuring an open saloon with lower seating density than standard class.,
BR Mk3 carriage (RUB),passenger_coach_mk3_rub,763,18,1022,FEAT_TRAINS,wagon,carriage,RAIL,1980,,,,,,,,,,,,,38,,4,,,125,200,,,23,23,2.82,3.79,24,214x42x56,13,,"4,5,4",,,,,,,,,,30,,1150,160,25,0,0,0.89,4,1.2,0.6,181,1197,"$11,313","$3,268",,,,,,,,,6,205,buffet,Passengers,PASS,lbr,Carriage,lbr_Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,"Although HST sets had their own catering vehicles, BR continued to use Mk1 restaurant vehicles even with newer coaching stock for loco-hauled services. In 1979 the first Mk3 loco-hauled buffet cars finally arrived, with the RUB (Restaurant Unclassified Buffet) featuring an unclassified seating area.",,{YELLOW}25% long distance bonus for consist{},"{BLACK}Length: {GOLD}0.9 tiles{}{YELLOW}25% long distance bonus for consist{}{SILVER}Although HST sets had their own catering vehicles, BR continued to use Mk1 restaurant vehicles even with newer coaching stock for loco-hauled services. In 1979 the first Mk3 loco-hauled buffet cars finally arrived, with the RUB (Restaurant Unclassified Buffet) featuring an unclassified seating area.",
BR Mk3 carriage (RFM),passenger_coach_mk3_rfm,764,18,1023,FEAT_TRAINS,wagon,carriage,RAIL,1987,,,,,,,,,,,,,38,,4,,,125,200,,,23,23,2.82,3.79,30,214x42x56,13,,"4,5,4",,,,,,,,,,30,,1200,170,25,0,0,0.88,5,1.2,0.6,191,1247,"$11,938","$3,404",,,,,,,,,6,242,buffet,Passengers,PASS,lbr,Carriage,lbr_Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,"The limited offerings of BR's buffet cars were a staple of many '70s and '80s stand up comedy routines. BR responded to increasing passenger expectations in the mid 1980s by converting older Mk3 vehicles to RFM (Restaurant First Modular) specification, featuring a kitchen area and seating around tables.",,{YELLOW}25% long distance bonus for consist{},"{BLACK}Length: {GOLD}0.9 tiles{}{YELLOW}25% long distance bonus for consist{}{SILVER}The limited offerings of BR's buffet cars were a staple of many '70s and '80s stand up comedy routines. BR responded to increasing passenger expectations in the mid 1980s by converting older Mk3 vehicles to RFM (Restaurant First Modular) specification, featuring a kitchen area and seating around tables.",
BR Mk3 carriage (GUV),passenger_coach_mk3_guv,765,18,1024,FEAT_TRAINS,wagon,carriage,RAIL,1978,,,,,,,,,,,,,34,,5,,,125,200,,,23,23,2.82,3.79,78,214x42x56,13,,"4,5,4",,,,,,,,,,30,,86,87,25,0,0,0.90,13,1.2,0.6,114,142,"$7,125",$388,,,,,,,,!param_no_gameplay_units,2,185,,Parcel,MAIL,lbr,Mail Carriage,lbr_Mail Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,"BR did not build any carriage-based utility vans after the Mk1, but this vehicle is included as a ""what could have been"" if HSTs and express services had included a high speed parcels car.",{GREEN}Included for gameplay purposes,,"{BLACK}Length: {GOLD}0.9 tiles{}{SILVER}BR did not build any carriage-based utility vans after the Mk1, but this vehicle is included as a ""what could have been"" if HSTs and express services had included a high speed parcels car.{}{}{GREEN}Included for gameplay purposes",
BR Mk4 carriage (TSO),passenger_coach_mk4,19,,1025,FEAT_TRAINS,wagon,carriage,RAIL,1988,,,,,,,,,,,,,40,,5,,,140,224,,,23,23,2.82,3.79,72,214x42x56,13,,"4,5,4",,,,,,,,,,30,,90,93,28,0,0,0.88,12,1.2,0.6,120,148,"$7,500",$404,,,,,,,,,7,222,,Passengers,PASS,lbr,Carriage,lbr_Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,The Mk4 carriage is a further improvement on the Mk3. It's designed for use with the Class 91 for Intercity 225 services. Access is improved with greater consideration for wheelchair users.,,{YELLOW}20% bonus for long distance travel{},{BLACK}Length: {GOLD}0.9 tiles{}{YELLOW}20% bonus for long distance travel{}{SILVER}The Mk4 carriage is a further improvement on the Mk3. It's designed for use with the Class 91 for Intercity 225 services. Access is improved with greater consideration for wheelchair users.,
BR Mk4 carriage (FO),passenger_coach_mk4_fo,766,19,1026,FEAT_TRAINS,wagon,carriage,RAIL,1988,,,,,,,,,,,,,40,,4,,,140,224,,,23,23,2.82,3.79,48,214x42x56,13,,"4,5,4",,,,,,,,,,30,,145,123,28,0,0,0.88,8,1.2,0.6,148,199,"$9,250",$543,,,,,,,,,7,250,,Passengers,PASS,lbr,Carriage,lbr_Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,The Mk4 carriage is a further improvement on the Mk3. It's designed for use with the Class 91 for Intercity 225 services. A few FO carriages were converted to FOS (for smoking) until smoking was banned on all british train services.,,{YELLOW}35% bonus for long distance travel{},{BLACK}Length: {GOLD}0.9 tiles{}{YELLOW}35% bonus for long distance travel{}{SILVER}The Mk4 carriage is a further improvement on the Mk3. It's designed for use with the Class 91 for Intercity 225 services. A few FO carriages were converted to FOS (for smoking) until smoking was banned on all british train services.,
BR Mk4 carriage (RFB),passenger_coach_mk4_rfb,767,19,1027,FEAT_TRAINS,wagon,carriage,RAIL,1988,,,,,,,,,,,,,42,,4,,,140,224,,,23,23,2.82,3.79,24,214x42x56,13,,"4,5,4",,,,,,,,,,30,,1350,190,28,0,0,0.88,4,1.2,0.6,212,1399,"$13,250","$3,819",,,,,,,,,7,250,buffet,Passengers,PASS,lbr,Carriage,lbr_Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,"Intercity 225 formations included restaurant cars from their introduction, initially as first class RFB cars.",,{YELLOW}25% long distance bonus for consist{},"{BLACK}Length: {GOLD}0.9 tiles{}{YELLOW}25% long distance bonus for consist{}{SILVER}Intercity 225 formations included restaurant cars from their introduction, initially as first class RFB cars.",
BR Mk4 carriage (RSB),passenger_coach_mk4_rsb,768,19,1028,FEAT_TRAINS,wagon,carriage,RAIL,2018,,,,,,,,,,,,,42,,4,,,140,224,,,23,23,2.82,3.79,30,214x42x56,13,,"4,5,4",,,,,,,,,,30,,1150,160,28,0,0,0.84,5,1.2,0.6,182,1198,"$11,375","$3,271",,,,,,,,,2,222,buffet,Passengers,PASS,mod,Carriage,mod_Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,"As LNER took over East Coast Express services, RSB cars with standard-class seating were introduced, allowing more passengers to sit in the buffet car.",,{YELLOW}25% long distance bonus for consist{},"{BLACK}Length: {GOLD}0.9 tiles{}{YELLOW}25% long distance bonus for consist{}{SILVER}As LNER took over East Coast Express services, RSB cars with standard-class seating were introduced, allowing more passengers to sit in the buffet car.",
BR Mk4 carriage (GUV),passenger_coach_mk4_guv,769,19,1029,FEAT_TRAINS,wagon,carriage,RAIL,1991,,,,,,,,,,,,,40,,5,,,140,224,,,23,23,2.82,3.79,78,214x42x56,13,,"4,5,4",,,,,,,,,,30,,90,93,28,0,0,0.88,13,1.2,0.6,121,149,"$7,563",$407,,,,,,,,!param_no_gameplay_units,5,185,,Parcel,MAIL,lbr,Mail Carriage,lbr_Mail Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,"By the time the Mk4 was introduced, the end of post on the rail was in sight, with Travelling Post Office services ceasing in 1996. But what if BR had continued to build parcel vans?",{GREEN}Included for gameplay purposes,,"{BLACK}Length: {GOLD}0.9 tiles{}{SILVER}By the time the Mk4 was introduced, the end of post on the rail was in sight, with Travelling Post Office services ceasing in 1996. But what if BR had continued to build parcel vans?{}{}{GREEN}Included for gameplay purposes",
Early brake carriage,early_carriage_brake,134,,1030,FEAT_TRAINS,wagon,carriage,PLATEWAY,1700,,1870,,,,,,,,,,,8,,3,,,45,72,,,8,8,,,24,82x0x0,5,,"2,1,2",,,,,,,,,,30,178,5,4,9,0,0,1.00,4,1.2,0.6,16,38,"$1,000",$104,,,,,,,,,10,185,,Parcel,MAIL,early,Carriage,early_Carriage,carriage_PLATEWAY,{BLACK}Length: {GOLD}0.4 tiles{},,,"Although dedicated brake carriages were not common until the 1840s, this one is included in the set to allow early parcel and mail transport.",,,"{BLACK}Length: {GOLD}0.4 tiles{}{SILVER}Although dedicated brake carriages were not common until the 1840s, this one is included in the set to allow early parcel and mail transport.",
Four-wheel brake carriage,four_wheel_carriage_mail,136,,1031,FEAT_TRAINS,wagon,carriage,RAIL,1855,,1900,,,,,,,,,,,18,,4,,,65,104,,,10,10,,,24,102x0x0,6,,"2,2,2",,,,,,,,,,30,53,20,10,13,0,0,1.00,4,1.2,0.6,25,58,"$1,563",$158,,,,,,,,,10,185,,Parcel,MAIL,vct,Carriage,vct_Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.4 tiles{},,,"Early four-wheel carriages did not have locomotive-controlled brakes so, like freight trains, were reliant on the brakes in the guard's van.",,,"{BLACK}Length: {GOLD}0.4 tiles{}{SILVER}Early four-wheel carriages did not have locomotive-controlled brakes so, like freight trains, were reliant on the brakes in the guard's van.",
Six-wheel brake carriage,six_wheel_carriage_mail,138,,1032,FEAT_TRAINS,wagon,carriage,RAIL,1875,,1915,,,,,,,,,,,21,,4,,,75,120,,,12,12,,,30,120x0x0,7,,"2,3,2",,,,,,,,,,30,48,39,16,15,0,0,1.00,5,1.2,0.6,33,81,"$2,063",$221,,,,,,,,,11,185,,Parcel,MAIL,vct,Carriage,vct_Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.5 tiles{},,,"Although carriages gained more luxurious fixtures and fittings through the Victorian era, braking still required a guard's van.",,,"{BLACK}Length: {GOLD}0.5 tiles{}{SILVER}Although carriages gained more luxurious fixtures and fittings through the Victorian era, braking still required a guard's van.",
Clerestory brake carriage,clerestory_carriage_mail,140,,1033,FEAT_TRAINS,wagon,carriage,RAIL,1892,,1935,,,,,,,,,,,28,,4,,,80,128,,,16.2,16.2,2.8,,51,152x42x0,9,,"2,5,2",,,,,,,,,,30,51,47,20,16,0,0,1.00,8.5,1.2,0.6,40,94,"$2,500",$257,,,,,,,,,1,185,,Parcel,MAIL,vct,Mail Carriage,vct_Mail Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.6 tiles{},,,This brake carriage is designed for use with clerestory carriages. It can carry parcels and mail.,,,{BLACK}Length: {GOLD}0.6 tiles{}{SILVER}This brake carriage is designed for use with clerestory carriages. It can carry parcels and mail.,
Brake carriage,mail_coach_lnwr,141,,1034,FEAT_TRAINS,wagon,carriage,RAIL,1904,,1955,,,,,,,,,,,29,,5,,,85,136,,,17.7,17.7,2.83,3.79,57,164x42x56,10,,"4,2,4",,,,,,,,,,30,59,49,21,17,0,0,0.99,9.5,1.2,0.6,42,98,"$2,625",$268,,,,,,,,,1,185,,Parcel,MAIL,edw,Mail Carriage,edw_Mail Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.7 tiles{},,,"Brake carriages continued to be a fixture of passenger trains during the steam era, carrying bulky luggage and parcels.",,,"{BLACK}Length: {GOLD}0.7 tiles{}{SILVER}Brake carriages continued to be a fixture of passenger trains during the steam era, carrying bulky luggage and parcels.",
BR Mk1 carriage (BG),mail_coach_mk1,142,753,1035,FEAT_TRAINS,wagon,carriage,RAIL,1951,1963,1974,,,,,,,,,,,31,,5,,,100,160,,,19.3,20,,,66,198x0x0,12,,"4,4,4",,,,,,,,,,30,31,55,25,20,0,0,0.93,11,1.2,0.6,48,106,"$3,000",$289,,,,,,,,,1,185,,Parcel,MAIL,ebr,Mail Carriage,ebr_Mail Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.8 tiles{},,,BG for (Brake Gangway) is the BR designation for a brake coach. As well as a guard's compartment it had two large areas for storing luggage.,,,{BLACK}Length: {GOLD}0.8 tiles{}{SILVER}BG for (Brake Gangway) is the BR designation for a brake coach. As well as a guard's compartment it had two large areas for storing luggage.,
BR Mk2 carriage (BG),mail_coach_mk2,143,759,1036,FEAT_TRAINS,wagon,carriage,RAIL,1964,,2010,,,,,,,,,,,33,,5,,,110,176,,,19.66,19.66,2.83,3.79,69,198x42x56,12,,"4,4,4",,,,,,,,,,30,54,58,27,22,0,0,0.91,11.5,1.2,0.6,51,111,"$3,188",$303,,,,,,,,!param_no_gameplay_units,1,185,,Parcel,MAIL,dsl,Carriage,dsl_Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.8 tiles{},,,"BR started rationalising the number of carriage variants with the Mk2 so there was no dedicated parcels van, and most consists used a Mk1 BG attached to Mk2 passenger stock.",{GREEN}Included for gameplay purposes,,"{BLACK}Length: {GOLD}0.8 tiles{}{SILVER}BR started rationalising the number of carriage variants with the Mk2 so there was no dedicated parcels van, and most consists used a Mk1 BG attached to Mk2 passenger stock.{}{}{GREEN}Included for gameplay purposes",
BR TPO carriage,tpo_carriage,144,,1037,FEAT_TRAINS,wagon,wagon,RAIL,1958,,,,,,,,,,,,,30,,6,,,100,160,,,19.3,20,,,78,198x0x0,12,,"4,4,4",,,,,,,,,,30,,48,19,20,0,0,0.92,13,1,0.45,37,92,"$2,313",$251,,,,,,,,,1,233,,Parcel,MAIL,dsl,Mail Carriage,dsl_Mail Carriage,wagon_RAIL,{BLACK}Length: {GOLD}0.8 tiles{},,,"Based on the Mark 1 carriage, the TPO (Travelling Post Office) allowed mail to be sorted as it was transported.",,{YELLOW}25% bonus for long distance travel{},"{BLACK}Length: {GOLD}0.8 tiles{}{YELLOW}25% bonus for long distance travel{}{SILVER}Based on the Mark 1 carriage, the TPO (Travelling Post Office) allowed mail to be sorted as it was transported.",
Open wagon,open_wagon,20,,1038,FEAT_TRAINS,wagon,wagon,PLATEWAY,1700,,1875,,,,,,,,,,,2,,3,,,30,48,,,4.9,6,,,12,60x0x0,4,,"1,2,1",,,,,,,,,,30,183,-15,-2,6,0,0,1.00,2,1,0.45,4,8,$250,$22,,,,,,,,,1,185,,EarlyOpen,COAL,early,Open Wagon,early_Open Wagon,wagon_PLATEWAY,{BLACK}Length: {GOLD}0.3 tiles{},,,Early open wagons had simple four-wheeled structures and were typically pulled by horses on quarry lines.,,,{BLACK}Length: {GOLD}0.3 tiles{}{SILVER}Early open wagons had simple four-wheeled structures and were typically pulled by horses on quarry lines.,
3-plank open wagon,open_wagon_3pl,22,,1039,FEAT_TRAINS,wagon,wagon,RAIL,1850,,1920,,,,,,,,,,,5,,3,,,35,56,,,4.9,6,,,15,60x0x0,4,,"1,2,1",,,,,,,,,,30,78,,,7,0,0,1.00,2.5,1,0.45,7,24,$438,$66,,,,,,,,,1,185,,EarlyOpen,COAL,vct,Open Wagon,vct_Open Wagon,wagon_RAIL,{BLACK}Length: {GOLD}0.3 tiles{},,,"Open ""plank"" wagons are named for the number of planks used in the construction of their sides.",,,"{BLACK}Length: {GOLD}0.3 tiles{}{SILVER}Open ""plank"" wagons are named for the number of planks used in the construction of their sides.",
5-plank open wagon,open_wagon_5pl,23,,1040,FEAT_TRAINS,wagon,wagon,RAIL,1902,,1965,,,,,,,,,,,8,,3,,,45,72,,,4.9,6,,,21,60x0x0,4,,"1,2,1",,,,,,,,,,30,71,,,9,0,0,1.00,3.5,1,0.45,8,27,$500,$74,,,,,,,,,1,185,,Bulk,COAL,edw,Open Wagon,edw_Open Wagon,wagon_RAIL,{BLACK}Length: {GOLD}0.3 tiles{},,,"The 5 plank wagon became one of the common standard types used by the GWR, with thousands built.",,,"{BLACK}Length: {GOLD}0.3 tiles{}{SILVER}The 5 plank wagon became one of the common standard types used by the GWR, with thousands built.",
Steel open wagon,steel_open_wagon,24,,1041,FEAT_TRAINS,wagon,wagon,RAIL,1935,,1970,,,,,,,,,,,10,,4,,,50,80,,,8,8,,,27,82x0x0,5,,"2,1,2",,,,,,,,,,30,43,,,10,0,0,0.95,4.5,1,0.45,9,28,$563,$76,,,,,,,,,1,185,,Bulk,COAL,big4,Open Wagon,big4_Open Wagon,wagon_RAIL,{BLACK}Length: {GOLD}0.4 tiles{},,,"Steel wagons were introduced in the 1930s to have a longer service life than wooden wagons, which were proving uneconomical for many owners to operate after recessions at the start of the decade.",,,"{BLACK}Length: {GOLD}0.4 tiles{}{SILVER}Steel wagons were introduced in the 1930s to have a longer service life than wooden wagons, which were proving uneconomical for many owners to operate after recessions at the start of the decade.",1
LNER hopper,lner_hopper,25,,1042,FEAT_TRAINS,wagon,wagon,RAIL,1938,,1980,,,,,,,,,,,11,,7,,,50,80,,,8,8,,,21,82x0x0,5,,"2,1,2",,,,,,,,,,30,50,,,10,0,0,0.95,3.5,1,0.45,8,27,$500,$74,,,,,,,,,1,185,,Bulk,COAL,big4,Open Wagon,big4_Open Wagon,wagon_RAIL,{BLACK}Length: {GOLD}0.4 tiles{},,,"The LNER built many of these coal hoppers, from 1935 to nationalisation. Although capacity is lower, these can be loaded faster than regular wagons.",,,"{BLACK}Length: {GOLD}0.4 tiles{}{SILVER}The LNER built many of these coal hoppers, from 1935 to nationalisation. Although capacity is lower, these can be loaded faster than regular wagons.",1
OHV open wagon,ohv_open_wagon,26,,1043,FEAT_TRAINS,wagon,wagon,RAIL,1951,,1985,,,,,,,,,,,10,,4,,,60,96,,,8,8,,,27,82x0x0,5,,"2,1,2",,,,,,,,,,30,42,,,12,0,0,0.93,4.5,1,0.45,10,29,$625,$79,,,,,,,,,1,185,,Bulk,COAL,ebr,Open Wagon,ebr_Open Wagon,wagon_RAIL,{BLACK}Length: {GOLD}0.4 tiles{},,,"BR continued to make steel bodied wagons following LNER designs, gradually altering the body style.",,,"{BLACK}Length: {GOLD}0.4 tiles{}{SILVER}BR continued to make steel bodied wagons following LNER designs, gradually altering the body style.",1
OAA open wagon,oaa_open_wagon,28,,1044,FEAT_TRAINS,wagon,wagon,RAIL,1971,,2018,,,,,,,,,,,14,,5,,,70,112,,,10,10,,,33,102x0x0,6,,"2,2,2",,,,,,,,,,30,55,,,14,0,0,0.91,5.5,1,0.45,11,31,$688,$85,,,,,,,,,1,185,,Bulk,COAL,lbr,Open Wagon,lbr_Open Wagon,wagon_RAIL,{BLACK}Length: {GOLD}0.4 tiles{},,,"The OAA/OBA wagons were BR's first air braked open wagons, later forming part of the Speedlink network. They featured steel end frames with wooden drop sides.",,,"{BLACK}Length: {GOLD}0.4 tiles{}{SILVER}The OAA/OBA wagons were BR's first air braked open wagons, later forming part of the Speedlink network. They featured steel end frames with wooden drop sides.",1
MEA open wagon,mea_open_wagon,30,,1045,FEAT_TRAINS,wagon,wagon,RAIL,1989,,,,,,,,,,,,,12,,6,,,80,128,,,10,10,,,45,102x0x0,6,,"2,2,2",,,,,,,,,,30,,,,16,0,0,0.88,7.5,1,0.45,12,33,$750,$90,,,,,,,,,1,185,,Bulk,COAL,lbr,Open Wagon,lbr_Open Wagon,wagon_RAIL,{BLACK}Length: {GOLD}0.4 tiles{},,,MEA wagons used frames from old hopper wagons combined with a new box body.,,,{BLACK}Length: {GOLD}0.4 tiles{}{SILVER}MEA wagons used frames from old hopper wagons combined with a new box body.,1
MWA open wagon,mwa_open_wagon,32,,1046,FEAT_TRAINS,wagon,wagon,RAIL,2015,,,,,,,,,,,,,24,,5,,,80,128,,,17,17,,,78,164x0x0,10,,"4,2,4",,,,,,,,,,30,,,,16,0,0,0.85,13,1,0.45,14,37,$875,$101,,,,,,,,,1,185,,Bulk,COAL,mod,Open Wagon,mod_Open Wagon,wagon_RAIL,{BLACK}Length: {GOLD}0.7 tiles{},,,"The MWA is another wagon rebuilt using new bodies on an old frame, resulting in a high capacity bogie open wagon.",,,"{BLACK}Length: {GOLD}0.7 tiles{}{SILVER}The MWA is another wagon rebuilt using new bodies on an old frame, resulting in a high capacity bogie open wagon.",1
MGR hopper,mgr_hopper,40,,1047,FEAT_TRAINS,wagon,wagon,RAIL,1968,,2010,,,,,,,,,,,17,,8,,,60,96,,,10,10,,,45,102x0x0,6,,"2,2,2",,,,,,,,,,30,50,,,12,0,0,0.91,7.5,1,0.45,11,31,$688,$85,,,,,,,,,1,185,,Bulk,COAL,dsl,Open Wagon,dsl_Open Wagon,wagon_RAIL,{BLACK}Length: {GOLD}0.4 tiles{},,,"MGR ""merry-go-round"" hoppers enabled coal trains to load and unload without stopping, emptying coal into discharge hoppers underneath the wagons. In OpenTTD this is represented by faster loading speeds.",,,"{BLACK}Length: {GOLD}0.4 tiles{}{SILVER}MGR ""merry-go-round"" hoppers enabled coal trains to load and unload without stopping, emptying coal into discharge hoppers underneath the wagons. In OpenTTD this is represented by faster loading speeds.",1
HHA hopper,hha_hopper,41,,1048,FEAT_TRAINS,wagon,wagon,RAIL,2000,,,,,,,,,,,,,24,,8,,,80,128,,,19.7,19.4,,,78,186x0x0,11,,"4,3,4",,,,,,,,,,30,,,,16,0,0,0.87,13,1,0.45,15,38,$938,$104,,,,,,,,,1,185,,Bulk,COAL,prv,Open Wagon,prv_Open Wagon,wagon_RAIL,{BLACK}Length: {GOLD}0.7 tiles{},,,The HHA is a large self-discharging hopper built for Freightliner to use on coal trains.,,,{BLACK}Length: {GOLD}0.7 tiles{}{SILVER}The HHA is a large self-discharging hopper built for Freightliner to use on coal trains.,1
Conflat container wagon,conflat,50,,1049,FEAT_TRAINS,wagon,wagon,RAIL,1930,,1970,,,,,,,,,,,7,,9,,,60,96,,,8,8,,,27,82x0x0,5,,"2,1,2",,,,,,,,,,30,48,,,12,0,0,0.96,4.5,1,0.45,10,30,$625,$82,,,,,,,,,1,185,,Container,GOOD,big4,Extra,big4_Extra,wagon_RAIL,{BLACK}Length: {GOLD}0.4 tiles{},,,"Conflats were built to carry containers, meaning goods could be loaded separately and then the whole container placed on the train in one operation.",,,"{BLACK}Length: {GOLD}0.4 tiles{}{SILVER}Conflats were built to carry containers, meaning goods could be loaded separately and then the whole container placed on the train in one operation.",
FFA container wagon,ffa_container_wagon,52,,1050,FEAT_TRAINS,wagon,wagon,RAIL,1964,,1995,,,,,,,,,,,17,,9,,,70,112,,,19.3,19.3,,,60,186x0x0,11,,"4,3,4",,,,,,,,,,30,39,,,14,0,0,0.91,10,1,0.45,13,35,$813,$96,,,,,,,,,1,185,,Container,GOOD,dsl,Extra,dsl_Extra,wagon_RAIL,{BLACK}Length: {GOLD}0.7 tiles{},,,"The FFA container wagons were a major advance over short-wheelbase conflats when built, and being easily adapted to the then-new ISO container standard only increased this advantage.",,,"{BLACK}Length: {GOLD}0.7 tiles{}{SILVER}The FFA container wagons were a major advance over short-wheelbase conflats when built, and being easily adapted to the then-new ISO container standard only increased this advantage.",
FSA container wagon,fsa_container_wagon,54,,1051,FEAT_TRAINS,wagon,wagon,RAIL,1991,,,,,,,,,,,,,17,,9,,,90,144,,,19.3,19.3,,,60,186x0x0,11,,"4,3,4",,,,,,,,,,30,,,,18,0,0,0.88,10,1,0.45,14,37,$875,$101,,,,,,,,,1,185,,Container,GOOD,lbr,Extra,lbr_Extra,wagon_RAIL,{BLACK}Length: {GOLD}0.7 tiles{},,,"Freightliner had considered replacing the FFA wagons with a shorter 40ft container flat, but the poor running quality of fixed axle wagons resulted in the choice of another standard bogie flat.",,,"{BLACK}Length: {GOLD}0.7 tiles{}{SILVER}Freightliner had considered replacing the FFA wagons with a shorter 40ft container flat, but the poor running quality of fixed axle wagons resulted in the choice of another standard bogie flat.",
